latitude,longitude
-45.9053850174,170.49559799883
-45.50417008678,170.1249830032
-45.504135866643,170.12485489344
-36.910625920058,174.69129491247
-36.910625920058,174.69129491247
-36.909541666667,174.69471666667
-36.909347222222,174.69465555556
-45.872906,170.503869
-45.872848,170.503927
-41.274860351912,173.28291177134
-41.272990453082,173.27975843717
-41.272553779274,173.28090273061
-41.276195384809,173.28142907408
-41.2653460905,173.27259486356
-41.274046723975,173.28086625632
-41.271922228975,173.27655671385
-41.274231392541,173.28106435295
-41.274093178558,173.28086146705
-41.272424482834,173.28120659547
-41.272313784055,173.28093528495
-41.274174351637,173.27955463378
-41.2813874673,173.27915809765
-41.272028754552,173.275439188
-41.266343263148,173.27160772591
-41.290415935743,173.26855449787
-41.290384360751,173.26850015928
-41.290323478135,173.26851886221
-37.994809365713,175.19332288075
-37.994809365713,175.19332288075
-38.004360592046,175.19489146173
-38.004360592046,175.19489146173
-38.328764474653,175.15853062983
-38.328764474653,175.15853062983
-38.332206054519,175.16548773694
-38.325653891575,175.15352951591
-38.325000615049,175.15306660623
-38.325214607357,175.15320533531
-38.331368911334,175.16574208248
-38.331368927849,175.16573860999
-38.33137856249,175.16575210729
-38.33268645936,175.16634325915
-38.332714531954,175.1664252145
-38.328772350428,175.15856321065
-38.328782525098,175.15855774299
-38.19547195578,175.20497963004
-38.300871535951,175.14547691932
-38.300904436844,175.14546252156
-38.30086949895,175.14543969791
-41.404222717322,173.04080772719
-41.404254812652,173.04079397969
-37.80588,175.29525833333
-37.814047181435,175.29328297243
-37.807878333333,175.298845
-37.805271666667,175.311905
-37.794155,175.29025333333
-37.7938,175.289995
-37.791133333333,175.28906333333
-37.789108333333,175.28675833333
-37.790563333333,175.288405
-37.7876597,175.2767808
-37.7875472,175.2768915
-37.7875452,175.2769001
-37.7875425,175.2768894
-37.7875558,175.2768969
-37.662409815866,175.14547291709
-37.662343072391,175.1463314989
-38.18625573618,175.20156419876
-38.186,175.202
-38.186313887289,175.20152127333
-38.192424403798,175.20865715766
-38.191785979031,175.20864462243
-38.192464088564,175.20858064114
-38.195706535058,175.20480735034
-38.195719997896,175.20477218804
-38.195144456768,175.20576261529
-38.191888948314,175.20538381771
-38.191739047015,175.20452262021
-38.191457601155,175.20402796092
-38.307802894522,175.15077031286
-38.307745538655,175.15005086838
-38.307719172614,175.14922365898
-38.307764841493,175.14845029843
-38.308833753314,175.14594544151
-37.994848201476,175.19360672192
-37.994819581453,175.19326589486
-38.181372250428,175.20519015376
-38.181388123044,175.20519783177
-36.761230335424,174.59279922581
-37.794219684493,175.28992254564
-37.793821778054,175.29006292796
-37.793861096635,175.29013502538
-37.794370857395,175.28995486688
-38.071338910748,175.1777070284
-38.071658493159,175.17630879214
-37.793547897635,175.28990459645
-37.793317730574,175.2903764976
-37.792502380943,175.2902205942
-37.791382181493,175.28967568667
-37.791661969421,175.28947091678
-37.79043808583,175.28810868987
-37.790305484121,175.28815126994
-37.78323,175.275856
-37.692351558441,175.15198458829
-37.923852777778,175.54022222222
-37.923830555556,175.54022222222
-38.32883,175.1587055
-36.786971666667,174.5682
-36.786973333333,174.56819666667
-36.786966666667,174.56819833333
-37.413944444444,175.77154444444
-37.421091666667,175.73069722222
-37.413997222222,175.77163611111
-37.414044444444,175.77171388889
-37.414044444444,175.77171388889
-37.421091666667,175.73069722222
-37.421091666667,175.73069722222
-37.794088614208,175.29026191698
-37.794116477406,175.2902897396
-39.5414917,176.9057759
-39.54136297,176.911803
-39.54323861,176.9072831
-39.54295136,176.9065312
-39.53878356,176.9035292
-39.53868947,176.9087933
-39.54546556,176.9087902
-39.54271064,176.9178289
-39.54074239,176.9133096
-39.53744906,176.9140844
-39.54189383,176.9118031
-39.54084758,176.9050264
-39.54114264,176.9148153
-39.54288514,176.9125559
-39.54234139,176.9087904
-39.54049797,176.9038176
-39.5443907,176.913308
-39.5382812,176.915567
-39.53931442,176.9065318
-39.54308456,176.9159193
-39.53795586,176.9171899
-39.54140708,176.9155661
-39.54441106,176.9110484
-39.53937139,176.917073
-39.53917983,176.9133091
-39.54178936,176.9102942
-39.53894131,176.91105
-39.54006886,176.9056043
-39.53991667,176.9057758
-39.53815878,176.9110499
-39.54474861,176.9064952
-39.54166958,176.9143163
-39.543146,176.9125546
-39.53858995,176.9170733
-39.54467211,176.9110491
-39.53799217,176.9118023
-39.54349845,176.9072829
-39.54123506,176.9051421
-39.5388917,176.9095405
-39.54142417,176.9043923
-39.54333131,176.9186618
-39.54341664,176.9125554
-39.53755125,176.9170731
-39.53998317,176.9110491
-39.54556897,176.9109781
-39.53866514,176.9102958
-39.54296339,176.9185662
-39.539422,176.9095453
-39.54032192,176.9118027
-39.53741325,176.9144967
-39.54100136,176.9133096
-39.53981025,176.9118024
-39.54076517,176.9110486
-39.54078211,176.9056638
-39.54193531,176.9072843
-39.54305122,176.916317
-39.542498,176.9170739
-39.54266714,176.9118012
-39.54474889,176.9140594
-39.54363242,176.9110501
-39.53833045,176.9170729
-39.53994247,176.9095443
-39.54558095,176.9072841
-39.54363436,176.9057881
-39.54222492,176.9153659
-39.54384058,176.9163197
-39.54460603,176.9178226
-39.54211845,176.9050224
-39.54020839,176.9056368
-39.5417542,176.9057768
-39.54472183,176.9125538
-39.53823564,176.9087954
-39.54479336,176.9163634
-39.54310145,176.9102958
-39.50338972,176.7572981
-39.50380806,176.7548181
-39.53927903,176.9118016
-39.54102536,176.9110489
-39.54223778,176.917074
-39.54312325,176.9087891
-39.54018303,176.9163198
-39.54202853,176.9095435
-39.53769625,176.9110907
-39.53998622,176.9035179
-39.54396497,176.9140613
-39.54527722,176.9118016
-39.54518675,176.9102953
-39.53777817,176.9100485
-39.54006997,176.911803
-39.54201461,176.9183633
-39.54515839,176.912556
-39.54010333,176.9155676
-39.54401764,176.9148136
